Unit_ID,Region,Equipment_Type,Equipment_Quantity,Maintenance_Status,Fuel_Consumption_Litres,Supply_Requests,Delivery_Date,Delivery_Status,Personnel_Count,Operational_Readiness,Monthly_Cost_INR,Fuel_Consumption_Litres_was_missing,Personnel_Count_was_missing,Maintenance_Status_was_missing,Delivery_Status_was_missing,Fuel_Consumption_Litres_outlier,Monthly_Cost_INR_outlier,Delivery_Month,Cost_Per_Personnel,Readiness_Band
Unit-115,Western Command,Communication Equipment,167,Operational,408.6,34,2026-01-25,Delivered,539.0,0.53,260570.72,False,False,False,False,False,False,2026-01,483.43,Low
Unit-103,Northern Command,Medical Unit,249,Under Maintenance,2650.8,0,2026-02-15,Delayed,668.0,0.84,1276785.54,False,False,False,False,False,False,2026-02,1911.36,High
Unit-121,Northern Command,Transport Vehicle,7,Under Maintenance,2543.7,40,2026-01-21,Delayed,638.0,0.71,385526.16,False,False,False,False,False,False,2026-01,604.27,Moderate
Unit-121,Northern Command,Medical Unit,115,Under Maintenance,7134.462499999999,12,2026-03-19,Cancelled,629.0,0.97,2135422.58,False,False,False,False,True,False,2026-03,3394.95,High
Unit-118,Western Command,Artillery Support,14,Under Maintenance,694.3,34,2026-05-16,Delayed,749.0,0.42,1364674.12,False,False,False,False,False,False,2026-05,1821.99,Low
Unit-103,Central Command,Communication Equipment,124,Decommissioned,2111.2,14,2026-02-23,In Transit,575.0,0.62,2398724.13,False,False,False,False,False,False,2026-02,4171.69,Moderate
Unit-121,Central Command,Medical Unit,112,Decommissioned,4134.6,32,2026-03-18,Delivered,89.0,0.98,1979324.4,False,False,False,False,False,False,2026-03,22239.6,High
Unit-127,Eastern Command,Engineering Equipment,44,Operational,275.6,29,2026-07-12,Delivered,785.0,0.83,2451530.96,False,False,False,False,False,False,2026-07,3122.97,High
Unit-103,Central Command,Communication Equipment,163,Awaiting Parts,7134.462499999999,9,2026-02-15,Cancelled,166.0,0.82,2345267.05,False,False,False,False,True,False,2026-02,14128.11,High
Unit-100,Northern Command,Communication Equipment,238,Under Maintenance,1344.0,38,2026-06-13,Cancelled,555.0,0.54,1138320.23,False,False,False,False,False,False,2026-06,2051.03,Low
Unit-109,Western Command,Artillery Support,101,Operational,1671.7,9,2026-06-14,Delayed,690.0,0.73,279296.36,False,False,False,False,False,False,2026-06,404.78,Moderate
Unit-118,Western Command,Engineering Equipment,138,Unknown,4746.4,0,2026-01-07,Delayed,518.0,0.7,2188994.03,False,False,True,False,False,False,2026-01,4225.86,Moderate
Unit-112,Northern Command,Transport Vehicle,89,Awaiting Parts,3274.6,29,2026-04-28,Delivered,367.0,0.58,1787048.16,False,False,False,False,False,False,2026-04,4869.34,Low
Unit-121,Central Command,Transport Vehicle,196,Under Maintenance,1873.9,22,2026-03-11,In Transit,321.0,0.63,1423472.35,False,False,False,False,False,False,2026-03,4434.49,Moderate
Unit-121,Southern Command,Engineering Equipment,198,Awaiting Parts,4832.8,34,2026-08-05,Delivered,278.0,0.93,1692508.83,False,False,False,False,False,False,2026-08,6088.16,High
Unit-127,Eastern Command,Communication Equipment,131,Under Maintenance,4304.1,35,2026-05-13,Cancelled,199.0,0.81,433729.3,False,False,False,False,False,False,2026-05,2179.54,High
Unit-115,Western Command,Medical Unit,212,Under Maintenance,4344.3,4,2026-03-25,Delayed,317.0,0.69,1368692.46,False,False,False,False,False,False,2026-03,4317.64,Moderate
Unit-103,Western Command,Medical Unit,227,Decommissioned,1475.0,10,2026-06-25,Delayed,87.0,0.9,1545589.37,False,False,False,False,False,False,2026-06,17765.4,High
Unit-118,Northern Command,Transport Vehicle,189,Under Maintenance,772.1,18,2026-02-11,Delayed,88.0,0.47,1251748.64,False,False,False,False,False,False,2026-02,14224.42,Low
